feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
-0.5650464,-0.8507549,-1.5005113,1.4603418,0.5,0.6455877,0.69758695,-2.217591,-0.29044148,-0.7880476
0.7126821,-1.2579954,0.29091796,0.057246294,1.0,0.019381238,-0.8360917,-1.1681778,0.44414517,0.6569291
1.0901929,1.1317971,0.2265847,-1.7667779,0.5,-2.3203156,0.3080099,-1.0968751,0.8157545,1.4338329
0.9546762,1.6453396,0.22371742,0.19755584,0.0,0.78262985,-1.3028448,0.82206607,0.60247344,-1.3772955
1.3902655,0.06933732,0.37265563,0.6184845,1.0,-0.024232835,0.45206785,0.8721531,1.0400579,-0.34333518
-0.80704045,-1.1469421,0.6264536,0.19755584,1.0,1.2024512,-0.35597408,0.32403645,-1.01887,1.1422074
0.16093573,-0.8012132,1.0734016,1.0394131,0.0,-1.0952705,0.029190503,0.8241029,-0.22777098,1.1572446
0.56748575,-1.6735977,-0.78771263,0.057246294,0.0,-3.176704,0.697974,-0.16414942,-0.9400159,-0.1714956
-0.36177143,1.4044846,1.143164,1.0394131,1.0,0.27908385,-1.2325404,1.2019317,-0.38611278,-0.7346711
-0.81672025,-1.3322239,0.006698327,-0.92492056,0.0,0.2915637,-0.68449175,0.008788442,1.0152209,0.95593584
0.18997501,0.24396183,-1.4580679,1.4603418,0.5,-1.6906717,0.45732427,0.057864048,0.107983924,1.183549
-0.55536664,-0.7952079,-1.5224296,-1.7667779,0.0,-0.97849953,2.0982215,-0.26559263,2.6068592,-1.1646633
0.054458342,0.16721328,-0.5636924,-0.92492056,0.0,2.7552178,-0.13808234,0.6844505,0.19340637,-1.2039137
1.3999453,0.5013101,1.0035291,1.4603418,1.0,-0.30561063,0.5911361,-0.42119882,0.05969188,0.22525668
1.6225798,1.1139711,0.73500067,-1.9070873,0.5,0.730959,-0.10697147,0.97643137,0.10618292,0.6293606
0.7514012,-1.0275787,1.0164587,-1.7667779,0.0,-0.6506598,1.9422456,-1.1321491,-0.6378087,-0.29906908
-0.32305238,-1.6990043,0.072819695,1.0394131,0.5,-2.090303,-1.7472217,-1.0989163,-0.05783661,0.6792938
0.68364286,-1.2664832,-0.195201,-0.5039919,0.5,-0.17025825,0.09462105,0.68742675,1.1277881,-0.7101366
1.5935405,1.3554221,-1.2132632,-0.36368236,0.5,-0.26560456,-1.6255441,-0.08854421,0.11397067,-2.1146936
-0.33273214,1.265652,-0.5847166,-1.7667779,1.0,-0.39987823,-2.5065715,-0.45389143,-0.7934597,-0.42390108
-0.32305238,0.31575662,-0.21669143,-0.08306325,0.0,-0.11464083,0.29746205,0.89005774,-0.9250846,0.063232146
1.6516191,0.32642025,-1.4179287,0.47817495,1.0,0.26426828,0.1394978,-0.6072614,-0.4502019,-0.27583995
0.17061548,0.54809177,-0.9588422,0.47817495,0.0,-0.15011695,-0.28483695,-0.20020126,0.07386343,-1.1586033
1.2257096,-1.1342576,0.35435507,0.8991036,0.0,-1.2640061,-0.10619409,1.399228,1.1935866,-1.815649
-0.51664764,1.4048734,0.83231217,0.33786538,1.0,0.4861848,3.0982995,1.5391424,-1.3404887,-0.5140888
-1.3781464,-0.29800782,1.7458297,0.758794,0.5,-1.9493718,-0.25817513,1.5723982,-0.31982628,0.8976558
1.5161024,-0.4204291,1.5189698,0.057246294,0.5,-2.0503573,0.5101244,-0.28212577,0.14431001,1.2561975
1.7290572,0.046069045,0.5085526,0.6184845,0.0,0.7391805,-0.6493648,1.2307029,-1.8337058,1.1877134
-0.50696784,-1.5754212,-0.26110527,0.758794,1.0,0.5070203,0.29523256,-0.94895285,-0.83359826,-0.81590956
0.8288393,-1.165481,0.4863381,-0.92492056,0.5,-0.057395365,-0.23823367,-0.90690285,-0.67988855,-1.1537063
-0.29401308,0.7988882,1.0061533,0.8991036,0.5,-1.3954484,-0.4105185,-2.3504558,-0.7959704,0.4966346
1.128912,-1.4523103,-1.3145189,0.47817495,0.0,-0.70791095,1.8188986,1.6728683,0.19188954,0.6351
-0.7973607,0.3354742,-0.30055252,0.33786538,0.0,-0.26274675,1.1771849,-0.8639799,-0.16055961,0.4001696
0.79012024,-0.8938339,1.1944691,-1.0652301,1.0,-1.595894,0.13674664,-0.12653258,-0.5552861,-2.0140634
0.68364286,-0.39927512,-0.39122093,0.758794,0.0,-0.73902863,-2.3042119,-0.91032434,0.42796263,-0.8668846
-0.36177143,-0.7449142,0.26270914,-0.92492056,0.5,0.65233034,-0.3610092,0.6951653,1.7230747,-0.02968879
1.5935405,-0.5147937,0.31799325,-0.784611,0.5,1.4273053,2.7030275,-0.37563366,1.6392565,0.4872182
-0.6715238,0.7336519,-1.0845085,-0.2233728,0.5,-0.41943476,-0.23066166,-1.3048168,-1.9227718,0.76730734
-1.1748714,-0.7159581,-0.46632895,0.057246294,0.5,0.7564884,1.1032176,0.44166255,0.5770722,0.14425352
-1.7362976,0.20922048,-0.5627431,-1.7667779,1.0,-1.9140601,1.4419425,-1.43373,-0.1780233,0.3307838
1.1869905,-0.10121066,-1.6349454,-0.36368236,1.0,0.65945125,0.21896392,-0.83740574,0.15515535,0.08486546
0.7030024,0.5434002,-1.6419178,0.47817495,0.0,-0.8039484,-0.8418216,-2.106889,-0.39828303,0.68561935
-0.40049046,1.4818944,1.166282,-0.6443015,0.0,0.30734563,-2.4353123,-1.4239581,0.11758863,0.31286564
-1.397506,0.780124,-0.77641004,-0.6443015,0.0,-0.24775241,0.6841632,0.17852917,0.15140739,0.06573766
-0.20689523,-0.9983095,0.07563556,0.47817495,1.0,1.3204141,-0.814756,-1.9645361,-0.5789518,-0.2683688
-1.6685393,-1.6296464,-0.6871924,-0.6443015,0.5,-0.87443566,0.17615046,-1.4811457,-0.89636755,0.08129142
0.4997274,-0.835719,1.5452812,0.6184845,0.0,0.6276063,-1.2498204,-0.002368916,-0.4486957,0.48459136
-0.7973607,0.30773365,-0.824311,0.33786538,0.5,-0.27950746,-0.26523754,-0.5436069,0.23425926,0.2674754
-0.33273214,-1.5600984,-0.23186275,0.47817495,0.0,-0.15830548,0.033719055,1.9920366,0.59899634,0.3808264
1.1869905,-0.031411268,1.3089801,0.8991036,0.0,-0.1838539,0.26859358,1.8338965,0.853349,1.3427218
0.25773335,0.31379738,1.2018808,-0.92492056,0.0,-0.8456731,-1.1148221,-0.8679225,-0.49419004,0.26516393
-0.48760834,-0.588417,-1.0788568,0.6184845,0.0,-0.014098966,1.196911,0.5571376,0.28384456,-0.6489985
-0.28433332,0.91184956,1.0652441,-0.08306325,0.0,-0.06264822,-0.5968948,0.74928254,0.9625026,0.8836068
-1.23295,-1.3705418,-0.13264589,-0.6443015,0.5,0.24124025,-1.6744695,-0.59747887,1.1655949,-1.3661983
-0.5940857,-1.4786309,-0.046463452,1.4603418,0.0,0.08450515,-0.10902342,-1.4955416,-0.058832854,-1.0814134
-0.19721547,0.7650641,-1.2618545,0.19755584,0.5,0.79799455,0.03437531,-0.012298449,-0.22093172,0.33584726
-0.63280475,-0.03441728,-1.445746,0.47817495,1.0,0.92350864,0.16058943,-0.17284568,0.19112423,0.51639664
-1.029675,0.6283696,0.80545163,-0.5039919,0.0,-1.0506233,1.3621324,-0.4357645,-1.1497074,-1.2450513
-0.661844,-0.24284123,0.00045762674,1.1797227,0.5,0.8687725,-0.23644884,0.44231686,-0.1936095,-0.38281748
-0.7489619,-0.8902163,-0.20684512,0.33786538,1.0,-1.1863364,-0.11961962,-0.7507296,0.7445864,-0.6060838
1.5354619,1.0774169,0.8109078,-0.5039919,1.0,0.5878559,-1.1031843,-1.1519976,0.64194715,-0.48667634
0.7030024,1.0097799,0.9361185,-1.2055396,1.0,0.61973876,0.8205535,0.10908297,-0.2702676,0.9435978
0.4416488,0.64999425,-1.1734248,-0.36368236,0.5,-1.9113169,0.18430907,0.3859701,0.2177182,0.7065055
-0.6715238,-0.80177045,0.39608604,0.19755584,0.0,0.092979245,-0.42002773,-1.1766449,-0.82465035,-0.01912218
-0.7973607,0.29107985,-1.255337,0.47817495,0.0,-0.4684961,-1.9046746,0.92809063,0.70349216,-0.5459619
-0.27465355,-0.4965804,0.88695246,0.47817495,0.5,-0.7587653,1.4444122,-1.7704811,-0.07782143,-1.3496497
1.6225798,-1.4221331,0.5585955,0.33786538,0.0,1.3508524,-1.22768,-0.57811344,-0.27595145,1.420185
1.5161024,1.4148425,1.6006985,0.47817495,0.5,-0.65367913,-0.591278,-0.25800854,-0.36172384,0.5921139
0.12221667,-1.2667134,-1.4862376,0.33786538,0.0,-0.80637693,0.35834453,-0.63622373,-0.06289387,-0.7066691
1.245069,1.5279591,-1.5276328,-0.08306325,1.0,0.07569494,-1.1965579,-0.5650605,-0.44787765,0.7195995
-0.17785595,-0.20443535,-0.7447071,-0.2233728,0.0,0.68558973,-1.4935098,1.8710744,0.65814304,-0.07022362
0.25773335,-1.1007193,-0.81593364,0.33786538,0.5,-0.14164859,-2.1239476,-0.8508841,-0.39528355,-0.2871095
-0.119777374,0.12503284,-0.8671482,1.8812704,0.5,1.1663705,0.720997,2.4412217,1.592964,0.43521154
-0.19721547,1.2624078,1.4255651,0.057246294,1.0,0.53097564,-0.5451862,0.4371268,1.4652106,-0.74149823
-1.0974333,0.7789311,-0.8582198,0.47817495,0.5,-2.1782112,2.9272702,0.092055134,-0.8915435,-0.34375653
1.0417941,1.034329,-0.7803087,0.758794,0.0,-0.529467,-0.9943551,0.47624037,0.06970427,0.12146106
0.92563695,0.52660716,0.91485405,-2.047397,0.0,-0.5618421,-0.92145103,2.5299277,-0.65065664,-0.4994512
1.1869905,0.6416802,-0.16202153,0.6184845,1.0,0.47936097,-0.565393,-0.993593,-0.32664755,0.6690852
-0.4488893,1.1808089,0.97505975,-0.36368236,0.5,-2.6248171,0.24313466,-1.120418,2.0024276,1.8690665
0.13189644,-0.87899536,-1.4987288,-1.0652301,1.0,2.5490098,-0.47020334,-0.7548662,-0.3075714,-0.75429815
-0.51664764,-0.05525952,-0.030458309,0.6184845,0.0,0.53102607,0.6123322,0.032143146,0.36022604,-1.6651253
-1.436225,-0.9767708,-1.6091522,0.47817495,1.0,0.1488768,-0.9785884,-1.7257711,0.5413213,-2.0017402
-0.05201904,1.6565601,-1.5081633,-1.0652301,0.5,1.1815677,-1.3815917,0.02233924,-1.0006294,-0.15046814
-1.5427024,1.5067333,1.4262011,0.33786538,1.0,2.3436542,-1.7982148,1.6935471,-0.85509545,-0.6631646
0.5481262,-1.6013236,-1.2418046,0.6184845,0.5,0.8707467,-2.2235742,0.15140739,-1.2060224,0.2078605
-0.22625476,0.68737036,0.12551136,0.47817495,0.5,0.9488131,-0.518069,-0.29268545,-0.8859707,0.13259767
-1.3878262,1.442104,-0.29641166,-1.0652301,0.0,0.13069002,-0.3009803,-0.6181604,-2.8500302,-1.6032169
0.4706881,-1.1163778,-0.51811814,0.8991036,0.0,-0.14152576,-0.631437,0.8985117,0.5445824,-1.8148838
-1.2619892,0.2145135,1.4032345,0.6184845,0.0,-0.47579545,1.2434058,-0.8258328,2.0541937,0.29593325
0.79980004,1.4085714,-1.6501541,0.19755584,0.5,-0.826112,1.2280302,1.846396,0.14782074,0.13542883
0.9837155,-1.6201541,0.58236337,-0.2233728,1.0,-0.6870141,-0.334803,1.9333597,-1.4162688,-0.425818
-1.4943036,0.6593524,1.624276,0.19755584,0.5,-1.350556,-1.7939211,0.2567508,-0.64277637,-1.6571436
0.43196905,-0.7151772,0.22200674,1.7409608,0.0,-0.07587145,-0.5667051,-0.011515088,-0.45887685,0.47139126
0.92563695,1.4391763,1.5318687,0.33786538,0.0,-1.6846676,-0.5998214,1.0306598,-1.0175848,1.2718996
1.0127548,1.5994937,-1.5443144,-2.1877065,1.0,0.19091652,-0.65713495,1.0947984,0.86018264,0.27798244
-0.81672025,1.507445,-0.2696419,-0.2233728,0.0,-0.036330607,-0.6977189,-0.8059917,0.81026006,-0.8474739
0.99339527,-0.10751927,-0.82131666,0.33786538,0.0,0.1469353,-0.6534629,-0.5265551,-1.1554518,0.044552166
1.3128273,1.2249476,0.81547296,1.4603418,0.0,-0.52213156,-0.3865416,-1.3223474,0.725081,-1.3661141
1.1869905,1.1648457,1.6865348,1.4603418,1.0,3.0768604,-0.6355411,0.40906495,1.5268127,1.0579607
-0.33273214,-0.6404454,-0.8339325,0.758794,0.5,1.3601159,0.20832251,0.6666279,1.9025582,0.08184434
-1.7169381,1.1111321,0.5489257,-0.08306325,0.0,-1.2445425,0.36036873,-1.3499256,2.865212,-1.7681569
-1.4168655,-1.6096351,-1.0371386,-1.9070873,1.0,0.23286809,-0.91064507,-0.4551989,-0.9019927,-0.30067435
0.10285715,0.31182882,0.23995848,1.0394131,0.0,-0.6080061,1.2710654,-1.3472539,2.8242204,0.4633015
-1.2813488,-0.9465386,-0.11266485,2.02158,1.0,-1.0144798,-0.9800623,-0.89879984,-0.35420638,-0.33304763
-1.5911012,-1.3225497,1.6542215,-0.2233728,0.0,-1.340072,-1.6178006,0.55101705,-0.59246546,-0.2758957
-0.09073809,-1.4723938,0.39018148,-0.92492056,1.0,0.4322167,0.38077807,-0.73348206,0.32707238,-1.2244022
0.3738905,0.65546495,-0.51059586,-0.08306325,0.0,-0.6813802,-0.81740814,-0.30082595,-0.58206135,0.566541
-0.22625476,-0.5690702,-1.3292654,-1.4861587,0.5,0.967826,0.32129148,-1.6273117,0.39904413,-0.6484692
-1.3103881,0.75330716,-1.200068,-0.08306325,0.0,0.9937822,-2.4036686,0.18699022,-1.3200772,-2.1564453
-1.6975785,-1.5122372,-0.9424801,1.0394131,1.0,1.3739144,1.3924559,-0.04427332,-0.2387526,-0.37125736
-0.7973607,-0.65353596,-0.85327995,-0.5039919,0.0,-0.8523868,0.6722934,-0.72895926,1.2855822,0.98114973
0.4997274,0.116753966,1.2320753,-1.2055396,0.5,0.4753656,-1.5004766,-0.1890143,-0.057061292,-0.38692945
-1.397506,0.9799143,0.22567426,-0.36368236,0.0,0.6324542,-1.4787772,0.18029489,0.14159578,1.737985
0.9546762,-0.64164096,0.09410921,-1.9070873,1.0,-0.47417817,1.6722659,-0.81486815,0.47525862,0.42896795
1.6225798,0.41359976,-1.3269247,1.0394131,1.0,-0.77177197,-0.7373799,-1.4762626,1.1706617,0.33875817
1.1676309,1.3071816,1.2651949,-0.36368236,0.5,1.6095207,-0.8341848,1.8055744,-1.6552247,-0.12839827
-0.003620231,0.3791458,0.7876288,-1.0652301,1.0,0.22749588,-2.266052,-0.6332727,0.58452404,-0.06828621
-0.8360798,-0.93640107,-1.4907225,0.057246294,0.0,0.63596773,-0.3507782,-0.0967601,-0.26813915,-0.26342362
-0.7973607,-1.6529487,0.73553675,0.19755584,0.0,-0.822076,-0.22771962,1.0108397,0.1666379,-0.3022694
0.0641381,1.2526264,0.16417396,-1.2055396,0.0,-1.2192844,0.7154931,3.529055,1.0599501,0.53086716
-0.63280475,-1.6637071,-1.4418377,0.057246294,1.0,-0.5694498,-1.3990784,-1.2444865,-1.1941867,-0.93583125
0.093177386,1.2684402,-0.1322503,0.47817495,0.0,-0.12402139,-1.5202868,0.44982722,-1.0126444,-1.0758939
0.69332266,0.08049291,-0.040456153,0.057246294,0.0,-1.06422,0.45096263,-0.7075523,-1.9354299,-1.123195
-0.19721547,1.4895834,-1.1495461,-0.08306325,0.0,-0.009844809,1.0067301,-0.5387903,-0.54915893,2.0456545
0.7223619,1.0076064,1.5627351,1.0394131,0.5,-1.6885052,-1.5711523,-0.72021204,1.3304323,0.5303429
1.370906,1.6918315,1.2298472,-0.2233728,1.0,-1.1200475,1.0815141,-1.1256549,-0.120587185,0.3044922
-0.51664764,-0.53183794,0.60056055,0.758794,1.0,0.67091125,0.03754184,-0.041291364,-1.3401248,-1.0575147
-1.5814214,0.89905524,-0.11835746,0.47817495,1.0,0.6037905,1.0918053,-1.4745027,-0.48567873,0.6233423
0.96435595,-0.35586387,-0.29408187,1.3200322,0.5,-0.39187676,-0.07022036,0.94680756,-1.4878618,-0.116571344
0.40292978,-0.088068314,0.5377934,0.19755584,1.0,-1.0177643,-2.5222778,0.055002935,-1.1251861,0.21416894
-1.23295,0.41914532,0.17075938,-0.36368236,0.5,-1.0274036,-0.15196738,0.422435,0.38881892,-0.9766203
-1.1942309,1.2649202,-1.5094852,0.057246294,0.5,-0.37326825,1.0601438,-0.4661886,-1.1738733,0.16026886
1.370906,1.6442447,0.056243923,0.057246294,1.0,0.6445185,-0.893746,-0.36720392,1.1126343,-0.42383355
1.7290572,0.90278345,1.078321,1.1797227,0.0,0.92824566,-0.38796496,0.28756392,-0.07112029,-0.7656112
-0.07137857,-0.3014564,-0.12898397,1.3200322,0.0,-0.49653172,-0.1761335,-1.1640506,0.085594706,0.73410636
0.9546762,-0.28912142,-1.5453622,-0.5039919,1.0,-1.1534925,-2.899514,-0.35799044,-0.27837297,-1.5377078
-0.6521643,0.7973376,1.0083324,0.8991036,1.0,0.26784363,1.6713476,-0.85961354,0.77284783,0.56477624
1.0321143,-0.91641325,-1.0257801,-1.0652301,0.5,-0.82353497,-0.90137565,-0.8905688,0.7831599,0.68448615
1.5548215,-1.3572255,-0.8266616,0.33786538,1.0,-0.5182526,0.50573546,-2.1098382,0.33505434,-0.8796437
-0.29401308,-0.5184031,-1.1532608,0.47817495,0.5,1.3252761,-0.08670114,1.3393266,0.5647891,-0.8203285
-0.5263274,-0.74991226,-0.5776838,0.19755584,1.0,0.8271154,1.257619,-0.68653876,-0.21208967,-0.22302568
-0.25529405,-0.7187534,0.90564966,0.47817495,0.0,0.15797432,0.40605614,1.1633761,0.542203,0.28203622
0.8869179,-0.93417376,0.080181144,0.19755584,0.0,-1.271919,-0.23492427,1.0687923,-0.33787778,-0.152855
-0.7489619,-1.5921626,-1.0135477,-0.6443015,1.0,0.21139656,-0.8935151,-1.2859997,0.002231622,0.43356246
1.1385916,-1.6753731,1.3267155,-0.92492056,0.5,1.0626572,0.7978507,-1.0884112,-0.27464375,1.7629796
0.6255643,1.6567469,1.3328074,-1.2055396,0.0,-0.37563366,-1.8734413,2.560503,-0.45721853,-0.5077168
-0.05201904,-0.26707745,1.3014969,1.0394131,0.5,1.351114,0.6458904,1.7509259,-0.68911177,-1.7151799
-1.3781464,-0.41634706,-0.8956042,-1.6264683,1.0,1.2927452,-1.0990448,-0.03151851,0.4676901,0.82592356
-0.11009761,0.5982896,-0.15680683,1.1797227,1.0,1.6637329,1.2522837,0.2573731,1.3106059,1.6833146
0.6352441,-0.98692524,1.6993761,-1.0652301,0.0,0.30524313,0.16129954,-0.6308464,1.1711019,0.39276835
-1.5039834,1.5270103,0.9587216,-0.784611,1.0,0.5873917,0.6441238,0.43235272,-1.2565653,-1.0877486
1.6806583,0.96487224,-1.6315696,1.3200322,0.0,1.4141873,0.08198881,-0.7171819,1.289203,-0.12389237
1.20635,-1.4295923,-1.4992906,-0.6443015,0.5,0.44739392,-1.7523772,-2.0323539,-0.3181585,-1.1185235
-1.6298202,-0.30209544,-0.11266871,1.3200322,0.0,-0.5012341,-0.86072916,-1.3215557,0.60073304,0.64285547
1.3031477,1.2836145,1.4358785,0.47817495,0.0,-0.44854283,0.6723893,0.021092748,-0.9062153,-1.3512903
1.2741083,1.5090444,0.14735472,-1.0652301,0.5,0.23855495,0.16665582,-1.1310673,0.14197992,-0.3001288
-1.4071857,-0.13092576,0.005157134,-0.36368236,0.0,-1.2905614,1.1809899,-0.06727746,0.31372318,-1.0043378
-0.08105832,0.37072212,-1.3592498,0.057246294,0.0,-0.14325891,0.40327457,-1.074661,-1.4846048,0.12682469
-1.5620619,-1.1629022,0.5579867,-2.4683256,1.0,1.0965471,-0.96670187,-0.78235394,0.6082672,-0.36634168
1.3515464,1.6685872,1.1329181,-0.92492056,0.5,-2.191254,-0.79606414,0.8531653,1.345935,0.1767621
0.79980004,-0.9408255,-0.40308985,1.6006514,0.0,1.5344821,0.10291739,0.24748054,-0.17464794,0.022350555
-0.38113093,1.5021721,0.97123885,-0.08306325,0.5,1.1223742,-2.314044,-0.009664421,1.3601681,-0.98665905
-0.3714512,0.49521604,1.6280396,-1.0652301,0.5,-0.45976463,1.6734419,0.87896395,-0.1896935,0.62687707
-0.86511904,0.35122585,-1.0174245,-0.2233728,0.0,0.5433908,0.44174674,0.48060858,0.8495845,-0.048765652
1.6709785,0.024667328,0.0938961,-0.2233728,1.0,0.0031477269,1.2270346,1.4465632,-2.21857,-0.988529
1.3612262,-0.9442677,-0.72748977,-1.0652301,0.5,1.2299904,-1.580604,-0.45985925,2.4187777,2.2409265
1.0321143,-1.1302832,1.031202,-0.92492056,0.0,0.9826831,1.2445651,-0.429635,1.4954582,0.47643018
0.32549167,-0.9792556,0.28260496,0.057246294,0.5,-1.4000707,2.231499,-1.3011093,-0.2846255,-0.15326056
1.5548215,-1.0962346,0.48079148,1.6006514,1.0,0.5872624,-1.3208784,-0.4289807,-1.972089,1.4152045
-1.2619892,0.94164497,1.0487978,0.057246294,1.0,-0.20562786,0.7714018,0.9647699,0.28802836,1.8418156
-0.27465355,-0.5338532,-0.34901118,-0.08306325,1.0,0.08283257,0.0011099447,1.2999873,-1.4439255,-0.14534943
0.044778578,-1.538052,1.4562917,-1.0652301,0.0,-0.7281719,-1.5444338,0.96030515,0.44485354,0.34739748
-1.1458322,1.5927747,0.12762639,-0.08306325,0.0,1.7481371,0.49288398,-1.7941918,0.41156572,-0.98800284
0.08349763,1.299651,-1.1767402,-1.3458492,1.0,1.0400618,0.8336032,1.0831453,-0.94140315,-0.14719275
-0.5456869,1.450707,0.6940279,-0.6443015,0.0,-0.7397712,-0.60112655,-1.8385186,1.120967,-0.19906256
-0.30369285,1.681434,1.0326172,-0.36368236,1.0,-1.3346106,1.1659166,0.8981173,0.8055747,0.18482703
1.2837881,-1.1393287,-0.62446964,-0.2233728,0.0,-0.38567263,-1.6667634,-0.36778453,0.97582334,0.33276048
-1.1942309,-0.37540928,1.2548996,-1.3458492,1.0,0.43450263,-1.4947561,0.7025333,0.008857704,0.55982846
1.5548215,0.8683063,1.425178,-0.784611,0.5,0.24020584,0.1365974,-1.3324484,-1.4155241,0.23764266
1.1966703,0.65454364,-0.7630779,0.19755584,1.0,1.2531328,0.025385277,1.1711676,0.97787225,-1.2107426
-0.013299993,-1.2080407,1.6942704,-0.2233728,1.0,0.78991973,-0.7165735,-1.4649748,-0.2703714,-0.9384671
-0.11009761,1.0661849,-1.2367059,0.057246294,0.0,0.969569,0.80959445,-0.6684549,-1.3897802,-0.54640764
1.3999453,-0.9656696,-1.0235131,-0.784611,0.0,0.3268554,0.53089434,-0.9980946,1.3520393,-0.2822406
0.86755836,-0.96780986,-1.0853829,-0.6443015,0.0,-1.3892987,0.8581391,-1.7542849,2.0994074,1.0507743
-1.23295,0.108106725,1.3829125,0.6184845,0.0,-0.19569853,-0.12313644,0.094527565,-0.041248128,-1.162939
-0.7780012,0.3003881,0.5493359,1.4603418,0.0,1.0600897,0.60258025,1.8060892,2.159121,-0.35741505
0.79980004,0.2562264,-1.1970861,-0.6443015,0.0,-0.05152293,-0.4456503,2.6669052,0.091314726,0.9530095
-1.2426298,-1.4224603,-0.19476831,2.7231276,0.5,0.5030904,2.0538187,0.09715579,-0.3804559,-0.29987746
-1.1748714,1.2779201,0.4137276,0.758794,1.0,-0.31874833,-0.8125458,1.1166812,-0.6304585,0.46041566
-0.71024287,-0.8242575,-1.4357909,-0.5039919,1.0,-1.0298119,2.1052973,0.23209463,1.6370825,-0.13954204
-1.7072583,-1.2918068,1.3426648,-1.6264683,1.0,-0.123344064,0.034887947,0.4988832,-0.78014386,0.25678325
-0.75864166,1.3166997,1.0685834,-0.6443015,0.5,0.30904743,-1.3755109,-0.34214866,0.7352693,-0.22847255
0.1415762,1.5465605,0.030871611,-0.92492056,1.0,-0.6556877,1.3680793,0.19507693,-0.5591638,0.6670655
0.7804405,1.2252395,1.6372552,1.8812704,0.5,-0.23571125,0.12590139,0.5374787,-0.46030676,-1.5450565
1.6322595,1.0444814,-0.27323198,-1.4861587,0.5,-0.93946326,0.8511241,-0.57845974,1.0302497,-0.363312
-1.3007083,0.51444,1.6963181,0.33786538,0.5,1.1192449,1.223856,-0.0774943,-0.38003686,0.2965727
1.6806583,0.15580453,0.5967271,0.057246294,1.0,-0.29445577,0.33795556,-0.05843012,-0.40479538,0.5336952
1.2547488,-1.4379213,0.48110047,-0.08306325,0.5,1.4527556,-0.59224087,0.8264033,1.1328048,1.4929526
1.2257096,-0.33345515,-1.1489189,0.758794,1.0,1.5287478,0.9757134,-1.0660322,1.5973973,-0.39102468
-0.36177143,-0.45633233,1.3409656,0.33786538,1.0,-0.08104596,0.00075550744,-0.051542208,0.6446898,1.4794818
0.84819883,-0.84434354,-0.23939921,1.0394131,0.0,-1.0084487,0.68585783,1.9120054,-0.6547698,-0.6590238
-0.55536664,0.7486804,-1.1618608,-2.047397,0.0,-2.085898,-2.1537306,1.1640601,-0.5106085,1.3286464
-0.7296024,-0.033096526,-1.6822034,-0.92492056,0.5,-1.4720371,0.44698173,1.349179,0.07991526,0.81746715
-0.22625476,-1.4583312,0.22057222,-0.2233728,0.5,-1.3738348,-0.6385858,0.02443184,0.32093006,-0.9134586
-0.33273214,-0.9802967,0.108049996,1.6006514,1.0,1.3784696,1.6533096,0.32099757,-0.9878659,0.30703923
-0.35209167,0.61069757,0.7755939,0.6184845,0.5,0.11582459,0.62308735,1.0022361,0.72303796,-0.051235836
-0.5940857,-1.475219,1.3699353,-0.92492056,0.5,0.38960454,0.23985775,1.5602555,0.08551333,0.6255846
1.3321869,1.1877191,-1.4499015,-0.36368236,1.0,-2.220421,0.48631,-1.9516029,-1.7157084,-0.2232716
0.9062774,-0.035601877,0.8178222,1.1797227,0.5,-1.1979665,-0.99844086,-1.3154413,-0.92892647,-0.30724624
-0.86511904,-0.08562567,-1.0742993,0.758794,0.5,0.8870798,1.6232567,1.3094441,-0.5041287,1.3690946
-1.1942309,0.29855978,1.2583696,-0.6443015,1.0,0.2867741,1.9913704,-0.27688935,-0.072857685,-0.09872089
1.5935405,1.0965836,1.1223474,-0.5039919,1.0,-0.14720528,0.39291352,-0.6717208,1.8892788,0.82642233
0.46100834,-0.54181045,0.15462975,-0.08306325,0.0,0.56484234,1.5904036,-1.254161,0.23817131,-0.22535148
-0.623125,0.59268546,0.74390984,-1.3458492,1.0,1.6357979,-0.5691482,-0.5550167,-0.8407719,1.6666633
1.3225071,0.20690936,-0.63285613,1.6006514,0.0,-0.22104247,-0.79711354,-1.4023693,0.22063081,-0.67833465
0.9449964,-0.8193505,-0.0875028,0.758794,0.5,0.0693698,0.04092475,2.0910943,-0.35208774,-0.61414355
-0.5263274,1.2819369,1.1312966,1.8812704,1.0,0.19259691,0.43494102,-0.022436053,0.32475823,1.5245172
-0.50696784,1.0029434,-0.12889592,0.19755584,1.0,2.3921096,-0.39398667,-0.05795054,0.58056766,-0.44494638
-1.1942309,0.5254681,-0.4817598,1.6006514,1.0,-2.0993562,0.5377682,0.58807665,1.2092307,1.6010743
-0.57472616,1.1855711,-0.0073625245,-0.5039919,0.5,0.683223,0.30638948,0.9623452,-0.024286496,0.8918406
-1.7459774,1.2429904,1.154292,-1.4861587,0.0,-0.11480225,-0.99830675,0.94588816,1.6389605,-0.1546497
0.55780596,0.6969484,-0.5603201,-0.08306325,0.5,0.56677175,0.51879305,1.073622,0.90802264,-1.8132935
1.0514739,1.138954,-1.1217701,-1.7667779,0.5,-0.65737253,0.86352825,-0.63084555,-0.70743954,-0.019318305
-0.8264,0.6595283,0.7500695,0.758794,1.0,-0.04896503,0.17146932,-0.2978668,2.2098556,0.101630054
-0.53600717,0.59998506,1.1463941,0.47817495,0.0,0.7114106,1.1526481,0.76903164,0.3269945,1.1672177
